elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
327.274576,2026/05/30 15:36:13.358,0,NVIDIA B200,98,29,17742,183359,794.54,45
328.301261,2026/05/30 15:36:14.391,0,NVIDIA B200,98,30,17742,183359,791.03,44
329.326706,2026/05/30 15:36:15.418,0,NVIDIA B200,98,30,17742,183359,791.77,45
330.350162,2026/05/30 15:36:16.441,0,NVIDIA B200,98,29,17742,183359,797.27,44
331.375051,2026/05/30 15:36:17.466,0,NVIDIA B200,98,30,17742,183359,793.65,45
332.407963,2026/05/30 15:36:18.499,0,NVIDIA B200,99,30,17742,183359,784.97,45
333.432153,2026/05/30 15:36:19.523,0,NVIDIA B200,98,31,17742,183359,794.60,45
334.456334,2026/05/30 15:36:20.547,0,NVIDIA B200,98,32,17742,183359,803.57,44
335.556258,2026/05/30 15:36:21.614,0,NVIDIA B200,98,28,17742,183359,787.35,45
336.619820,2026/05/30 15:36:22.673,0,NVIDIA B200,98,31,17742,183359,788.40,46
337.649580,2026/05/30 15:36:23.734,0,NVIDIA B200,99,28,17742,183359,810.59,46
338.714011,2026/05/30 15:36:24.774,0,NVIDIA B200,99,27,17742,183359,811.05,45
339.738929,2026/05/30 15:36:25.830,0,NVIDIA B200,98,30,17742,183359,802.43,44
340.765807,2026/05/30 15:36:26.856,0,NVIDIA B200,98,30,17742,183359,792.53,45
341.791110,2026/05/30 15:36:27.881,0,NVIDIA B200,98,27,17742,183359,794.18,45
342.815354,2026/05/30 15:36:28.906,0,NVIDIA B200,98,30,17742,183359,787.11,45
343.849778,2026/05/30 15:36:29.936,0,NVIDIA B200,99,30,17742,183359,788.52,45
344.870796,2026/05/30 15:36:30.963,0,NVIDIA B200,98,30,17742,183359,788.60,45
345.898862,2026/05/30 15:36:31.989,0,NVIDIA B200,98,31,17742,183359,791.57,45
346.925339,2026/05/30 15:36:33.013,0,NVIDIA B200,98,30,17742,183359,791.38,45
347.949090,2026/05/30 15:36:34.040,0,NVIDIA B200,98,30,17742,183359,795.34,45
348.975511,2026/05/30 15:36:35.064,0,NVIDIA B200,98,29,17742,183359,794.87,44
349.996901,2026/05/30 15:36:36.089,0,NVIDIA B200,98,30,17742,183359,791.95,45
351.019761,2026/05/30 15:36:37.110,0,NVIDIA B200,99,30,17742,183359,784.71,45
352.041154,2026/05/30 15:36:38.133,0,NVIDIA B200,99,27,17742,183359,811.38,45
353.064858,2026/05/30 15:36:39.156,0,NVIDIA B200,99,29,17742,183359,812.33,46
354.088975,2026/05/30 15:36:40.180,0,NVIDIA B200,99,30,17742,183359,797.38,45
355.114811,2026/05/30 15:36:41.205,0,NVIDIA B200,98,29,17742,183359,789.35,45
356.140289,2026/05/30 15:36:42.230,0,NVIDIA B200,98,29,17742,183359,790.95,45
357.164517,2026/05/30 15:36:43.256,0,NVIDIA B200,98,29,17742,183359,789.58,45
358.188533,2026/05/30 15:36:44.280,0,NVIDIA B200,98,31,17742,183359,792.66,45
359.212962,2026/05/30 15:36:45.304,0,NVIDIA B200,98,30,17742,183359,786.84,46
360.238298,2026/05/30 15:36:46.329,0,NVIDIA B200,98,29,17742,183359,786.77,45
361.264426,2026/05/30 15:36:47.354,0,NVIDIA B200,99,31,17742,183359,789.24,45
362.289150,2026/05/30 15:36:48.381,0,NVIDIA B200,98,30,17742,183359,795.99,45
363.314344,2026/05/30 15:36:49.404,0,NVIDIA B200,97,31,17742,183359,789.00,44
364.341376,2026/05/30 15:36:50.431,0,NVIDIA B200,98,27,17742,183359,794.55,44
365.366854,2026/05/30 15:36:51.458,0,NVIDIA B200,98,31,17742,183359,790.81,45
366.390602,2026/05/30 15:36:52.482,0,NVIDIA B200,99,27,17742,183359,804.65,45
367.416280,2026/05/30 15:36:53.506,0,NVIDIA B200,99,29,17742,183359,811.71,45
368.446789,2026/05/30 15:36:54.531,0,NVIDIA B200,98,30,17742,183359,800.39,45
369.469708,2026/05/30 15:36:55.561,0,NVIDIA B200,98,29,17742,183359,784.87,45
370.493897,2026/05/30 15:36:56.585,0,NVIDIA B200,97,28,17742,183359,790.22,46
371.578354,2026/05/30 15:36:57.650,0,NVIDIA B200,98,30,17742,183359,783.89,46
372.623841,2026/05/30 15:36:58.707,0,NVIDIA B200,98,27,17742,183359,787.61,45
373.649365,2026/05/30 15:36:59.739,0,NVIDIA B200,99,30,17742,183359,795.42,45
374.688969,2026/05/30 15:37:00.777,0,NVIDIA B200,98,29,17742,183359,789.10,45
375.710986,2026/05/30 15:37:01.802,0,NVIDIA B200,98,31,17742,183359,790.01,45
376.739832,2026/05/30 15:37:02.828,0,NVIDIA B200,98,30,17742,183359,788.82,46
377.763412,2026/05/30 15:37:03.855,0,NVIDIA B200,98,30,17742,183359,785.86,45
378.789988,2026/05/30 15:37:04.881,0,NVIDIA B200,98,28,17742,183359,793.34,45
379.846008,2026/05/30 15:37:05.916,0,NVIDIA B200,99,30,17742,183359,793.13,45
380.869365,2026/05/30 15:37:06.961,0,NVIDIA B200,99,28,17742,183359,810.65,46
381.890999,2026/05/30 15:37:07.983,0,NVIDIA B200,99,27,17742,183359,808.72,45
382.911056,2026/05/30 15:37:09.004,0,NVIDIA B200,99,31,17742,183359,794.66,45
383.934050,2026/05/30 15:37:10.025,0,NVIDIA B200,98,30,17742,183359,793.39,45
384.955756,2026/05/30 15:37:11.049,0,NVIDIA B200,99,29,17742,183359,793.91,45
385.976697,2026/05/30 15:37:12.069,0,NVIDIA B200,98,29,17742,183359,789.46,45
387.063371,2026/05/30 15:37:13.112,0,NVIDIA B200,98,30,17742,183359,793.80,44
