timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/05/28 20:38:55.035, 95 %, 62 %, 3330 MiB, 8192 MiB, 108.42 W, 87, 1275 MHz, 7000 MHz
2026/05/28 20:38:56.062, 97 %, 58 %, 3330 MiB, 8192 MiB, 97.65 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:38:57.155, 95 %, 59 %, 3330 MiB, 8192 MiB, 94.59 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:38:58.245, 93 %, 56 %, 3330 MiB, 8192 MiB, 83.30 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:38:59.335, 98 %, 61 %, 3330 MiB, 8192 MiB, 95.42 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:39:00.424, 96 %, 60 %, 3330 MiB, 8192 MiB, 96.41 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:39:01.514, 96 %, 61 %, 3330 MiB, 8192 MiB, 98.14 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:02.559, 96 %, 61 %, 3330 MiB, 8192 MiB, 98.18 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:39:03.563, 95 %, 56 %, 3330 MiB, 8192 MiB, 97.77 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:39:04.618, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.10 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:05.707, 96 %, 60 %, 3330 MiB, 8192 MiB, 90.38 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:39:06.797, 95 %, 59 %, 3330 MiB, 8192 MiB, 98.68 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:39:07.886, 97 %, 61 %, 3330 MiB, 8192 MiB, 105.04 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:39:08.975, 97 %, 61 %, 3330 MiB, 8192 MiB, 89.81 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:10.038, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.22 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:11.042, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.91 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:12.055, 95 %, 61 %, 3330 MiB, 8192 MiB, 98.10 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:39:13.127, 97 %, 60 %, 3330 MiB, 8192 MiB, 95.49 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:39:14.217, 95 %, 58 %, 3330 MiB, 8192 MiB, 90.10 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:13.390, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.82 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:14.478, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.60 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:15.568, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.45 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:16.657, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.15 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:17.714, 96 %, 61 %, 3330 MiB, 8192 MiB, 98.24 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:39:18.719, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.80 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:19.722, 96 %, 57 %, 3330 MiB, 8192 MiB, 98.55 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:39:20.749, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.94 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:21.837, 97 %, 58 %, 3330 MiB, 8192 MiB, 105.18 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:22.927, 96 %, 58 %, 3330 MiB, 8192 MiB, 96.37 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:24.016, 96 %, 58 %, 3330 MiB, 8192 MiB, 87.62 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:39:25.106, 97 %, 58 %, 3330 MiB, 8192 MiB, 100.04 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:39:26.194, 95 %, 58 %, 3330 MiB, 8192 MiB, 101.94 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:27.283, 97 %, 59 %, 3330 MiB, 8192 MiB, 100.52 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:28.360, 96 %, 57 %, 3330 MiB, 8192 MiB, 100.70 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:29.427, 97 %, 58 %, 3330 MiB, 8192 MiB, 98.50 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:39:30.517, 97 %, 59 %, 3330 MiB, 8192 MiB, 98.77 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:39:31.607, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.89 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:39:32.696, 97 %, 58 %, 3330 MiB, 8192 MiB, 98.51 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:33.785, 90 %, 56 %, 3330 MiB, 8192 MiB, 97.99 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:39:34.878, 87 %, 55 %, 3330 MiB, 8192 MiB, 97.12 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:39:35.965, 91 %, 58 %, 3330 MiB, 8192 MiB, 99.10 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:39:36.990, 96 %, 62 %, 3330 MiB, 8192 MiB, 103.54 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:38.085, 92 %, 59 %, 3330 MiB, 8192 MiB, 102.79 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:39.173, 95 %, 56 %, 3330 MiB, 8192 MiB, 103.21 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:39:40.261, 94 %, 60 %, 3330 MiB, 8192 MiB, 103.04 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:39:41.355, 94 %, 60 %, 3330 MiB, 8192 MiB, 103.96 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:39:42.443, 87 %, 57 %, 3330 MiB, 8192 MiB, 103.92 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:39:43.467, 94 %, 60 %, 3330 MiB, 8192 MiB, 104.12 W, 87, 1380 MHz, 7000 MHz
2026/05/28 20:39:44.475, 86 %, 55 %, 3330 MiB, 8192 MiB, 104.57 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:39:43.554, 95 %, 59 %, 3330 MiB, 8192 MiB, 99.89 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:39:44.642, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.51 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:39:45.731, 88 %, 56 %, 3330 MiB, 8192 MiB, 97.58 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:39:46.820, 97 %, 62 %, 3330 MiB, 8192 MiB, 98.95 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:47.909, 93 %, 60 %, 3330 MiB, 8192 MiB, 99.61 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:39:48.998, 92 %, 60 %, 3330 MiB, 8192 MiB, 101.47 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:39:50.071, 89 %, 58 %, 3330 MiB, 8192 MiB, 104.86 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:39:51.079, 89 %, 58 %, 3330 MiB, 8192 MiB, 104.21 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:39:52.083, 95 %, 62 %, 3330 MiB, 8192 MiB, 104.91 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:39:53.089, 92 %, 60 %, 3330 MiB, 8192 MiB, 104.35 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:54.162, 93 %, 61 %, 3330 MiB, 8192 MiB, 104.97 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:39:55.251, 91 %, 59 %, 3330 MiB, 8192 MiB, 103.69 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:39:56.340, 92 %, 55 %, 3330 MiB, 8192 MiB, 104.27 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:39:57.435, 97 %, 60 %, 3330 MiB, 8192 MiB, 104.34 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:39:58.523, 97 %, 62 %, 3330 MiB, 8192 MiB, 104.75 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:39:59.614, 95 %, 58 %, 3330 MiB, 8192 MiB, 105.00 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:40:00.704, 95 %, 59 %, 3330 MiB, 8192 MiB, 104.84 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:40:01.744, 95 %, 62 %, 3330 MiB, 8192 MiB, 105.29 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:40:02.833, 92 %, 59 %, 3330 MiB, 8192 MiB, 105.86 W, 87, 1500 MHz, 7000 MHz
2026/05/28 20:40:03.924, 97 %, 60 %, 3330 MiB, 8192 MiB, 98.24 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:40:05.013, 97 %, 59 %, 3330 MiB, 8192 MiB, 99.44 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:40:06.102, 97 %, 60 %, 3330 MiB, 8192 MiB, 102.72 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:40:07.196, 96 %, 61 %, 3330 MiB, 8192 MiB, 104.37 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:40:08.255, 97 %, 63 %, 3330 MiB, 8192 MiB, 104.59 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:40:09.259, 93 %, 59 %, 3330 MiB, 8192 MiB, 104.18 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:40:10.306, 95 %, 61 %, 3330 MiB, 8192 MiB, 104.38 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:40:11.394, 93 %, 60 %, 3330 MiB, 8192 MiB, 104.27 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:40:12.482, 93 %, 61 %, 3330 MiB, 8192 MiB, 104.43 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:40:13.569, 93 %, 61 %, 3330 MiB, 8192 MiB, 104.97 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:40:14.665, 95 %, 57 %, 3330 MiB, 8192 MiB, 104.18 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:40:15.694, 97 %, 63 %, 3330 MiB, 8192 MiB, 112.64 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:40:14.725, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.51 W, 86, 1110 MHz, 7000 MHz
2026/05/28 20:40:15.730, 97 %, 58 %, 3330 MiB, 8192 MiB, 99.49 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:40:16.737, 96 %, 59 %, 3330 MiB, 8192 MiB, 101.61 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:40:17.743, 97 %, 61 %, 3330 MiB, 8192 MiB, 99.33 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:40:18.819, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.46 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:40:19.908, 96 %, 62 %, 3330 MiB, 8192 MiB, 102.36 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:40:21.001, 96 %, 61 %, 3330 MiB, 8192 MiB, 104.24 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:40:22.092, 93 %, 60 %, 3330 MiB, 8192 MiB, 104.04 W, 86, 1560 MHz, 7000 MHz
2026/05/28 20:40:23.180, 92 %, 60 %, 3330 MiB, 8192 MiB, 103.86 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:40:24.230, 95 %, 59 %, 3330 MiB, 8192 MiB, 100.61 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:40:25.235, 92 %, 59 %, 3330 MiB, 8192 MiB, 92.80 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:40:26.260, 92 %, 58 %, 3330 MiB, 8192 MiB, 95.08 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:40:27.349, 94 %, 60 %, 3330 MiB, 8192 MiB, 95.93 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:40:28.439, 95 %, 61 %, 3330 MiB, 8192 MiB, 103.03 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:40:29.530, 95 %, 58 %, 3330 MiB, 8192 MiB, 85.43 W, 86, 1200 MHz, 7000 MHz
2026/05/28 20:40:30.619, 97 %, 61 %, 3330 MiB, 8192 MiB, 96.48 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:40:31.707, 93 %, 54 %, 3330 MiB, 8192 MiB, 96.72 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:40:32.722, 96 %, 58 %, 3330 MiB, 8192 MiB, 100.19 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:40:33.728, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.22 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:40:34.777, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.18 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:40:35.866, 96 %, 59 %, 3330 MiB, 8192 MiB, 113.33 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:40:36.956, 97 %, 61 %, 3330 MiB, 8192 MiB, 104.18 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:40:38.045, 97 %, 61 %, 3330 MiB, 8192 MiB, 97.76 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:40:39.135, 96 %, 61 %, 3330 MiB, 8192 MiB, 95.61 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:40:40.210, 97 %, 58 %, 3330 MiB, 8192 MiB, 93.78 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:40:41.215, 96 %, 59 %, 3330 MiB, 8192 MiB, 94.75 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:40:42.220, 96 %, 58 %, 3330 MiB, 8192 MiB, 92.20 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:40:43.298, 97 %, 58 %, 3330 MiB, 8192 MiB, 98.64 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:40:44.386, 97 %, 58 %, 3330 MiB, 8192 MiB, 103.14 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:40:45.476, 97 %, 56 %, 3330 MiB, 8192 MiB, 88.06 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:40:44.933, 95 %, 58 %, 3330 MiB, 8192 MiB, 91.70 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:40:46.021, 95 %, 58 %, 3330 MiB, 8192 MiB, 94.36 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:40:47.112, 95 %, 57 %, 3330 MiB, 8192 MiB, 95.03 W, 86, 1125 MHz, 7000 MHz
2026/05/28 20:40:48.201, 96 %, 58 %, 3330 MiB, 8192 MiB, 88.15 W, 86, 1110 MHz, 7000 MHz
2026/05/28 20:40:49.204, 95 %, 53 %, 3330 MiB, 8192 MiB, 93.85 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:40:50.210, 95 %, 61 %, 3330 MiB, 8192 MiB, 95.18 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:40:51.273, 94 %, 59 %, 3330 MiB, 8192 MiB, 99.20 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:40:52.362, 94 %, 58 %, 3330 MiB, 8192 MiB, 105.75 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:40:53.450, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.18 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:40:54.539, 96 %, 59 %, 3330 MiB, 8192 MiB, 101.27 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:40:55.630, 95 %, 61 %, 3330 MiB, 8192 MiB, 91.65 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:40:56.700, 95 %, 59 %, 3330 MiB, 8192 MiB, 88.26 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:40:57.704, 95 %, 59 %, 3330 MiB, 8192 MiB, 97.07 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:40:58.709, 96 %, 61 %, 3330 MiB, 8192 MiB, 96.53 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:40:59.788, 96 %, 59 %, 3330 MiB, 8192 MiB, 96.87 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:41:00.880, 97 %, 61 %, 3330 MiB, 8192 MiB, 99.29 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:01.971, 98 %, 59 %, 3330 MiB, 8192 MiB, 100.67 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:03.060, 96 %, 59 %, 3330 MiB, 8192 MiB, 96.20 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:04.157, 96 %, 57 %, 3330 MiB, 8192 MiB, 101.93 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:05.213, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.34 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:06.217, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.33 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:07.224, 94 %, 56 %, 3330 MiB, 8192 MiB, 96.37 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:41:08.312, 97 %, 59 %, 3330 MiB, 8192 MiB, 100.03 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:09.400, 96 %, 60 %, 3330 MiB, 8192 MiB, 97.08 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:41:10.490, 94 %, 60 %, 3330 MiB, 8192 MiB, 96.90 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:11.579, 92 %, 58 %, 3330 MiB, 8192 MiB, 97.51 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:41:12.667, 94 %, 60 %, 3330 MiB, 8192 MiB, 99.04 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:13.756, 94 %, 59 %, 3330 MiB, 8192 MiB, 97.38 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:14.847, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.80 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:41:15.935, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.61 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:41:15.090, 96 %, 58 %, 3330 MiB, 8192 MiB, 96.80 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:41:16.174, 96 %, 60 %, 3330 MiB, 8192 MiB, 95.50 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:41:17.262, 95 %, 58 %, 3330 MiB, 8192 MiB, 96.95 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:41:18.347, 94 %, 60 %, 3330 MiB, 8192 MiB, 88.26 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:41:19.433, 96 %, 58 %, 3330 MiB, 8192 MiB, 94.52 W, 85, 1290 MHz, 7000 MHz
2026/05/28 20:41:20.520, 93 %, 57 %, 3330 MiB, 8192 MiB, 97.76 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:41:21.607, 96 %, 58 %, 3330 MiB, 8192 MiB, 88.08 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:41:22.695, 95 %, 58 %, 3330 MiB, 8192 MiB, 90.50 W, 86, 1200 MHz, 7000 MHz
2026/05/28 20:41:23.759, 95 %, 59 %, 3330 MiB, 8192 MiB, 89.45 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:24.813, 93 %, 56 %, 3330 MiB, 8192 MiB, 96.45 W, 86, 1170 MHz, 7000 MHz
2026/05/28 20:41:25.869, 94 %, 58 %, 3330 MiB, 8192 MiB, 95.00 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:41:26.922, 95 %, 58 %, 3330 MiB, 8192 MiB, 93.39 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:27.974, 97 %, 58 %, 3330 MiB, 8192 MiB, 95.23 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:41:29.029, 97 %, 58 %, 3330 MiB, 8192 MiB, 94.52 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:30.083, 97 %, 58 %, 3330 MiB, 8192 MiB, 95.08 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:31.137, 97 %, 61 %, 3330 MiB, 8192 MiB, 102.12 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:32.199, 96 %, 59 %, 3330 MiB, 8192 MiB, 102.29 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:33.289, 96 %, 58 %, 3330 MiB, 8192 MiB, 102.41 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:34.376, 97 %, 59 %, 3330 MiB, 8192 MiB, 99.72 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:35.465, 96 %, 58 %, 3330 MiB, 8192 MiB, 100.16 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:36.555, 97 %, 58 %, 3330 MiB, 8192 MiB, 100.10 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:37.645, 97 %, 58 %, 3330 MiB, 8192 MiB, 100.29 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:38.735, 97 %, 58 %, 3330 MiB, 8192 MiB, 100.07 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:41:39.825, 94 %, 57 %, 3330 MiB, 8192 MiB, 100.15 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:41:40.898, 96 %, 59 %, 3330 MiB, 8192 MiB, 100.33 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:41:41.958, 96 %, 59 %, 3330 MiB, 8192 MiB, 100.27 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:41:43.018, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.86 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:41:44.082, 94 %, 56 %, 3330 MiB, 8192 MiB, 99.97 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:41:45.143, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.20 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:46.203, 95 %, 58 %, 3330 MiB, 8192 MiB, 97.06 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:47.262, 95 %, 58 %, 3330 MiB, 8192 MiB, 98.29 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:41:46.296, 97 %, 58 %, 3330 MiB, 8192 MiB, 95.44 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:41:47.356, 95 %, 57 %, 3330 MiB, 8192 MiB, 99.40 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:48.419, 96 %, 58 %, 3330 MiB, 8192 MiB, 99.55 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:49.447, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.21 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:41:50.475, 95 %, 58 %, 3330 MiB, 8192 MiB, 99.45 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:41:51.507, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.61 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:52.534, 97 %, 61 %, 3330 MiB, 8192 MiB, 99.76 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:53.560, 97 %, 58 %, 3330 MiB, 8192 MiB, 99.04 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:41:54.590, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.51 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:55.617, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.26 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:41:56.650, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.60 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:57.740, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.61 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:41:58.833, 97 %, 62 %, 3330 MiB, 8192 MiB, 99.75 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:41:59.921, 94 %, 60 %, 3330 MiB, 8192 MiB, 100.13 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:42:01.011, 95 %, 57 %, 3330 MiB, 8192 MiB, 99.43 W, 86, 1530 MHz, 7000 MHz
2026/05/28 20:42:02.101, 96 %, 61 %, 3330 MiB, 8192 MiB, 99.99 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:42:03.189, 96 %, 60 %, 3330 MiB, 8192 MiB, 95.04 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:42:04.280, 95 %, 61 %, 3330 MiB, 8192 MiB, 99.22 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:42:05.369, 94 %, 60 %, 3330 MiB, 8192 MiB, 98.84 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:42:06.458, 95 %, 60 %, 3330 MiB, 8192 MiB, 99.19 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:42:07.549, 94 %, 62 %, 3330 MiB, 8192 MiB, 101.78 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:42:08.639, 95 %, 61 %, 3330 MiB, 8192 MiB, 105.69 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:42:09.727, 97 %, 59 %, 3330 MiB, 8192 MiB, 104.18 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:42:10.815, 95 %, 58 %, 3330 MiB, 8192 MiB, 105.09 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:42:11.910, 97 %, 60 %, 3330 MiB, 8192 MiB, 100.14 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:42:13.000, 97 %, 61 %, 3330 MiB, 8192 MiB, 100.75 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:42:14.089, 97 %, 59 %, 3330 MiB, 8192 MiB, 100.61 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:42:15.180, 95 %, 58 %, 3330 MiB, 8192 MiB, 100.05 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:42:16.268, 98 %, 61 %, 3330 MiB, 8192 MiB, 100.26 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:42:17.357, 97 %, 61 %, 3330 MiB, 8192 MiB, 104.95 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:42:16.474, 98 %, 61 %, 3330 MiB, 8192 MiB, 101.48 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:42:17.565, 94 %, 56 %, 3330 MiB, 8192 MiB, 100.61 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:42:18.654, 95 %, 59 %, 3330 MiB, 8192 MiB, 100.18 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:42:19.721, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.57 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:42:20.727, 93 %, 59 %, 3330 MiB, 8192 MiB, 100.90 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:42:21.782, 92 %, 58 %, 3330 MiB, 8192 MiB, 81.35 W, 86, 1380 MHz, 7000 MHz
