elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
376.609195,2026/05/30 14:15:20.529,0,NVIDIA B200,97,28,16846,183359,748.80,50
377.653313,2026/05/30 14:15:21.576,0,NVIDIA B200,99,29,16846,183359,758.35,52
378.733270,2026/05/30 14:15:22.638,0,NVIDIA B200,97,27,16846,183359,756.58,50
379.775214,2026/05/30 14:15:23.700,0,NVIDIA B200,97,28,16846,183359,757.11,51
380.812791,2026/05/30 14:15:24.735,0,NVIDIA B200,96,28,16846,183359,753.27,51
381.876931,2026/05/30 14:15:25.794,0,NVIDIA B200,97,26,16846,183359,757.83,51
382.937360,2026/05/30 14:15:26.857,0,NVIDIA B200,97,28,16846,183359,758.12,51
383.981365,2026/05/30 14:15:27.903,0,NVIDIA B200,97,27,16846,183359,755.32,51
385.074693,2026/05/30 14:15:28.989,0,NVIDIA B200,98,26,16846,183359,766.18,51
386.387173,2026/05/30 14:15:30.165,0,NVIDIA B200,98,27,16846,183359,774.38,51
387.456150,2026/05/30 14:15:31.376,0,NVIDIA B200,96,27,16846,183359,759.03,50
388.521121,2026/05/30 14:15:32.442,0,NVIDIA B200,99,29,16846,183359,752.53,50
389.566765,2026/05/30 14:15:33.487,0,NVIDIA B200,95,27,16846,183359,755.58,50
390.636027,2026/05/30 14:15:34.551,0,NVIDIA B200,99,29,16846,183359,752.41,51
391.676151,2026/05/30 14:15:35.598,0,NVIDIA B200,96,28,16846,183359,751.97,49
392.765261,2026/05/30 14:15:36.674,0,NVIDIA B200,97,28,16846,183359,759.42,50
393.818722,2026/05/30 14:15:37.740,0,NVIDIA B200,97,27,16846,183359,753.33,50
394.865917,2026/05/30 14:15:38.785,0,NVIDIA B200,97,28,16846,183359,759.40,50
395.971082,2026/05/30 14:15:39.842,0,NVIDIA B200,98,28,16846,183359,756.85,50
397.059528,2026/05/30 14:15:40.945,0,NVIDIA B200,97,28,16846,183359,756.46,49
398.103246,2026/05/30 14:15:42.026,0,NVIDIA B200,97,28,16846,183359,751.78,52
399.155910,2026/05/30 14:15:43.077,0,NVIDIA B200,98,27,16846,183359,773.89,51
400.208341,2026/05/30 14:15:44.122,0,NVIDIA B200,98,26,16846,183359,778.57,51
401.280919,2026/05/30 14:15:45.199,0,NVIDIA B200,97,27,16846,183359,762.41,49
402.323992,2026/05/30 14:15:46.245,0,NVIDIA B200,97,26,16846,183359,749.24,51
403.391241,2026/05/30 14:15:47.310,0,NVIDIA B200,97,28,16846,183359,757.54,50
404.439068,2026/05/30 14:15:48.360,0,NVIDIA B200,97,28,16846,183359,755.93,51
